	high_loss_example	low_loss_example	set_id	cataphora_condition	item_num	gpt2:high_loss	gpt2:low_loss	gpt2:loss_diff
1554	she finished the meal preparations before Carolyn remembered they had forgotten an important ingredient.	Carolyn finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.792086601257324	5.6839189529418945	0.10816764831542969
1555	she finished the meal preparations before Victoria remembered they had forgotten an important ingredient.	Victoria finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.7803850173950195	5.5506911277771	0.22969388961791992
1556	she finished the meal preparations before Veronica remembered they had forgotten an important ingredient.	Veronica finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.749739646911621	5.79284143447876	-0.04310178756713867
1557	she finished the meal preparations before Lissa remembered they had forgotten an important ingredient.	Lissa finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.48701286315918	5.468099117279053	0.018913745880126953
1558	she finished the meal preparations before Regina remembered they had forgotten an important ingredient.	Regina finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.876589298248291	5.490805149078369	0.3857841491699219
1559	she finished the meal preparations before Suzanne remembered they had forgotten an important ingredient.	Suzanne finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.673006534576416	5.558990955352783	0.11401557922363281
1560	she finished the meal preparations before Laurie remembered they had forgotten an important ingredient.	Laurie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.684833526611328	5.4909749031066895	0.19385862350463867
1561	she finished the meal preparations before Deanna remembered they had forgotten an important ingredient.	Deanna finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.4890217781066895	5.584539413452148	-0.09551763534545898
1562	she finished the meal preparations before Melanie remembered they had forgotten an important ingredient.	Melanie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.694811820983887	5.467633247375488	0.22717857360839844
1563	she finished the meal preparations before Beth remembered they had forgotten an important ingredient.	Beth finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.831851959228516	5.564643859863281	0.2672080993652344
1564	she finished the meal preparations before Melinda remembered they had forgotten an important ingredient.	Melinda finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.5585551261901855	5.376631736755371	0.18192338943481445
1565	she finished the meal preparations before Carla remembered they had forgotten an important ingredient.	Carla finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.343789577484131	5.5010552406311035	-0.15726566314697266
1566	she finished the meal preparations before Karla remembered they had forgotten an important ingredient.	Karla finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.538081645965576	5.619246482849121	-0.08116483688354492
1567	she finished the meal preparations before Jodi remembered they had forgotten an important ingredient.	Jodi finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.531537055969238	5.824758529663086	-0.29322147369384766
1568	she finished the meal preparations before Janet remembered they had forgotten an important ingredient.	Janet finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.808246612548828	5.4164042472839355	0.3918423652648926
1569	she finished the meal preparations before Valerie remembered they had forgotten an important ingredient.	Valerie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.835548400878906	5.537690162658691	0.29785823822021484
1570	she finished the meal preparations before Tiffany remembered they had forgotten an important ingredient.	Tiffany finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.792629718780518	5.315188407897949	0.47744131088256836
1571	she finished the meal preparations before Marla remembered they had forgotten an important ingredient.	Marla finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.492707252502441	5.667309284210205	-0.17460203170776367
1572	she finished the meal preparations before Kayla remembered they had forgotten an important ingredient.	Kayla finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.481630802154541	5.536383628845215	-0.05475282669067383
1573	she finished the meal preparations before Amelia remembered they had forgotten an important ingredient.	Amelia finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.869357585906982	5.494025707244873	0.3753318786621094
1574	she finished the meal preparations before Amanda remembered they had forgotten an important ingredient.	Amanda finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.721141815185547	5.531428813934326	0.1897130012512207
1575	she finished the meal preparations before Erin remembered they had forgotten an important ingredient.	Erin finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.601490020751953	5.13003396987915	0.47145605087280273
1576	she finished the meal preparations before Danielle remembered they had forgotten an important ingredient.	Danielle finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.704062461853027	5.413172721862793	0.2908897399902344
1577	she finished the meal preparations before Connie remembered they had forgotten an important ingredient.	Connie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.8910603523254395	5.669299602508545	0.22176074981689453
1578	she finished the meal preparations before Claire remembered they had forgotten an important ingredient.	Claire finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.57900857925415	5.518163204193115	0.060845375061035156
1579	she finished the meal preparations before Colleen remembered they had forgotten an important ingredient.	Colleen finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.43174934387207	5.5495805740356445	-0.11783123016357422
1580	she finished the meal preparations before Julia remembered they had forgotten an important ingredient.	Julia finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.606623649597168	5.384321689605713	0.22230195999145508
1581	she finished the meal preparations before Sabrina remembered they had forgotten an important ingredient.	Sabrina finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.494365215301514	5.651032447814941	-0.15666723251342773
1582	she finished the meal preparations before Alicia remembered they had forgotten an important ingredient.	Alicia finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.919406890869141	5.219862937927246	0.6995439529418945
1583	she finished the meal preparations before Naomi remembered they had forgotten an important ingredient.	Naomi finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.87805700302124	5.70155143737793	0.17650556564331055
1584	she finished the meal preparations before Allison remembered they had forgotten an important ingredient.	Allison finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.755504131317139	5.668919563293457	0.08658456802368164
1585	she finished the meal preparations before Martha remembered they had forgotten an important ingredient.	Martha finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.769245624542236	5.696303367614746	0.07294225692749023
1586	she finished the meal preparations before Natalie remembered they had forgotten an important ingredient.	Natalie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.69863748550415	5.8354034423828125	-0.1367659568786621
1587	she finished the meal preparations before Janice remembered they had forgotten an important ingredient.	Janice finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.444430828094482	5.429812431335449	0.014618396759033203
1588	she finished the meal preparations before Vanessa remembered they had forgotten an important ingredient.	Vanessa finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.815883636474609	5.538577079772949	0.27730655670166016
1589	she finished the meal preparations before Samantha remembered they had forgotten an important ingredient.	Samantha finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.737951755523682	5.353628158569336	0.3843235969543457
1590	she finished the meal preparations before Beverly remembered they had forgotten an important ingredient.	Beverly finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.785881996154785	5.441486835479736	0.34439516067504883
1591	she finished the meal preparations before Carmen remembered they had forgotten an important ingredient.	Carmen finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.859638214111328	5.238265037536621	0.621373176574707
1592	she finished the meal preparations before Marie remembered they had forgotten an important ingredient.	Marie finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.635196208953857	5.287041664123535	0.34815454483032227
1593	she finished the meal preparations before Becky remembered they had forgotten an important ingredient.	Becky finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.752354145050049	5.508005619049072	0.24434852600097656
1594	she finished the meal preparations before Emily remembered they had forgotten an important ingredient.	Emily finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.60123872756958	5.155810356140137	0.44542837142944336
1595	she finished the meal preparations before Rose remembered they had forgotten an important ingredient.	Rose finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.618999481201172	5.424003601074219	0.19499588012695312
1596	she finished the meal preparations before Judy remembered they had forgotten an important ingredient.	Judy finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.585319995880127	5.183777332305908	0.40154266357421875
1597	she finished the meal preparations before Ellen remembered they had forgotten an important ingredient.	Ellen finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.6185431480407715	5.3996100425720215	0.21893310546875
1598	she finished the meal preparations before Helen remembered they had forgotten an important ingredient.	Helen finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.648509502410889	5.314037799835205	0.3344717025756836
1599	she finished the meal preparations before Sonia remembered they had forgotten an important ingredient.	Sonia finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.922668933868408	5.750094413757324	0.17257452011108398
1600	she finished the meal preparations before Jane remembered they had forgotten an important ingredient.	Jane finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.649914264678955	5.3045525550842285	0.34536170959472656
1601	she finished the meal preparations before Alice remembered they had forgotten an important ingredient.	Alice finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.562928199768066	5.151332378387451	0.41159582138061523
1602	she finished the meal preparations before Elaine remembered they had forgotten an important ingredient.	Elaine finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.779130458831787	5.711112022399902	0.06801843643188477
1603	she finished the meal preparations before Caroline remembered they had forgotten an important ingredient.	Caroline finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.704068183898926	5.840054988861084	-0.1359868049621582
1604	she finished the meal preparations before Meredith remembered they had forgotten an important ingredient.	Meredith finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.750627040863037	5.607248306274414	0.14337873458862305
1605	she finished the meal preparations before Kendra remembered they had forgotten an important ingredient.	Kendra finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.628166198730469	5.958634853363037	-0.33046865463256836
1606	she finished the meal preparations before Irene remembered they had forgotten an important ingredient.	Irene finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.498603820800781	5.560190677642822	-0.061586856842041016
1607	she finished the meal preparations before Eva remembered they had forgotten an important ingredient.	Eva finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.740821838378906	5.398442268371582	0.3423795700073242
1608	she finished the meal preparations before Ella remembered they had forgotten an important ingredient.	Ella finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.476747035980225	5.692223072052002	-0.21547603607177734
1609	she finished the meal preparations before Candice remembered they had forgotten an important ingredient.	Candice finished the meal preparations before she remembered they had forgotten an important ingredient.	HB02	U	4	5.590407371520996	5.348352432250977	0.24205493927001953
1610	he had already finished the meal preparations when Liam remembered they had forgotten an important ingredient.	Liam had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.160189628601074	4.757432460784912	0.4027571678161621
1611	he had already finished the meal preparations when Bill remembered they had forgotten an important ingredient.	Bill had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.0658416748046875	4.622186183929443	0.44365549087524414
1612	he had already finished the meal preparations when Steve remembered they had forgotten an important ingredient.	Steve had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.935706615447998	4.439260482788086	0.4964461326599121
1613	he had already finished the meal preparations when Matt remembered they had forgotten an important ingredient.	Matt had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.046998023986816	4.506316184997559	0.5406818389892578
1614	he had already finished the meal preparations when Noah remembered they had forgotten an important ingredient.	Noah had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.211177349090576	4.55122184753418	0.6599555015563965
1615	he had already finished the meal preparations when Donald remembered they had forgotten an important ingredient.	Donald had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.074863433837891	4.769906520843506	0.30495691299438477
1616	he had already finished the meal preparations when Randolf remembered they had forgotten an important ingredient.	Randolf had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.172547340393066	4.723813533782959	0.4487338066101074
1617	he had already finished the meal preparations when Edward remembered they had forgotten an important ingredient.	Edward had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.075848579406738	4.490266799926758	0.5855817794799805
1618	he had already finished the meal preparations when William remembered they had forgotten an important ingredient.	William had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.090615749359131	4.5257887840271	0.5648269653320312
1619	he had already finished the meal preparations when Charles remembered they had forgotten an important ingredient.	Charles had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.097899436950684	4.494620323181152	0.6032791137695312
1620	he had already finished the meal preparations when Clyde remembered they had forgotten an important ingredient.	Clyde had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.222428798675537	4.344104766845703	0.878324031829834
1621	he had already finished the meal preparations when Joseph remembered they had forgotten an important ingredient.	Joseph had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.095921516418457	4.505828857421875	0.590092658996582
1622	he had already finished the meal preparations when Robert remembered they had forgotten an important ingredient.	Robert had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.009978294372559	4.416999340057373	0.5929789543151855
1623	he had already finished the meal preparations when Theodore remembered they had forgotten an important ingredient.	Theodore had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.164798259735107	4.873040199279785	0.29175806045532227
1624	he had already finished the meal preparations when Michael remembered they had forgotten an important ingredient.	Michael had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.970973968505859	4.438253879547119	0.5327200889587402
1625	he had already finished the meal preparations when Mitchell remembered they had forgotten an important ingredient.	Mitchell had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.126674652099609	4.71312952041626	0.4135451316833496
1626	he had already finished the meal preparations when David remembered they had forgotten an important ingredient.	David had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.977851390838623	4.523659706115723	0.4541916847229004
1627	he had already finished the meal preparations when Andrew remembered they had forgotten an important ingredient.	Andrew had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.077610015869141	4.460188388824463	0.6174216270446777
1628	he had already finished the meal preparations when James remembered they had forgotten an important ingredient.	James had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.952418327331543	4.416874408721924	0.5355439186096191
1629	he had already finished the meal preparations when John remembered they had forgotten an important ingredient.	John had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.026879787445068	4.479997634887695	0.546882152557373
1630	he had already finished the meal preparations when Christopher remembered they had forgotten an important ingredient.	Christopher had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.1361775398254395	4.412006378173828	0.7241711616516113
1631	he had already finished the meal preparations when Brian remembered they had forgotten an important ingredient.	Brian had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.01472282409668	4.382018089294434	0.6327047348022461
1632	he had already finished the meal preparations when Mark remembered they had forgotten an important ingredient.	Mark had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.9836859703063965	4.517873287200928	0.46581268310546875
1633	he had already finished the meal preparations when Richard remembered they had forgotten an important ingredient.	Richard had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.062788486480713	4.452383995056152	0.6104044914245605
1634	he had already finished the meal preparations when Jeffrey remembered they had forgotten an important ingredient.	Jeffrey had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.153056621551514	4.5857672691345215	0.5672893524169922
1635	he had already finished the meal preparations when Scott remembered they had forgotten an important ingredient.	Scott had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.998932838439941	4.541601657867432	0.45733118057250977
1636	he had already finished the meal preparations when Jason remembered they had forgotten an important ingredient.	Jason had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.065655708312988	4.45208215713501	0.6135735511779785
1637	he had already finished the meal preparations when Kevin remembered they had forgotten an important ingredient.	Kevin had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.96254301071167	4.464205741882324	0.4983372688293457
1638	he had already finished the meal preparations when Steven remembered they had forgotten an important ingredient.	Steven had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.9380879402160645	4.490087985992432	0.4479999542236328
1639	he had already finished the meal preparations when Thomas remembered they had forgotten an important ingredient.	Thomas had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.071121692657471	4.511990547180176	0.5591311454772949
1640	he had already finished the meal preparations when Eric remembered they had forgotten an important ingredient.	Eric had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.022871971130371	4.395686626434326	0.6271853446960449
1641	he had already finished the meal preparations when Daniel remembered they had forgotten an important ingredient.	Daniel had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.990344047546387	4.421395301818848	0.5689487457275391
1642	he had already finished the meal preparations when Timothy remembered they had forgotten an important ingredient.	Timothy had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.191548824310303	4.669386386871338	0.5221624374389648
1643	he had already finished the meal preparations when Paul remembered they had forgotten an important ingredient.	Paul had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.01937198638916	4.531467914581299	0.48790407180786133
1644	he had already finished the meal preparations when Kenneth remembered they had forgotten an important ingredient.	Kenneth had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.139954566955566	4.668300628662109	0.47165393829345703
1645	he had already finished the meal preparations when Gregory remembered they had forgotten an important ingredient.	Gregory had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.1423563957214355	4.545506954193115	0.5968494415283203
1646	he had already finished the meal preparations when Stephen remembered they had forgotten an important ingredient.	Stephen had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.037263870239258	4.491966247558594	0.5452976226806641
1647	he had already finished the meal preparations when Todd remembered they had forgotten an important ingredient.	Todd had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.114656448364258	4.460236072540283	0.6544203758239746
1648	he had already finished the meal preparations when Ronald remembered they had forgotten an important ingredient.	Ronald had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.063308238983154	4.60628080368042	0.4570274353027344
1649	he had already finished the meal preparations when Patrick remembered they had forgotten an important ingredient.	Patrick had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.048914432525635	4.458615303039551	0.590299129486084
1650	he had already finished the meal preparations when Gary remembered they had forgotten an important ingredient.	Gary had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.076980113983154	4.555518627166748	0.5214614868164062
1651	he had already finished the meal preparations when Douglas remembered they had forgotten an important ingredient.	Douglas had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.233547687530518	4.738503932952881	0.4950437545776367
1652	he had already finished the meal preparations when Keith remembered they had forgotten an important ingredient.	Keith had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.13030481338501	4.470188617706299	0.6601161956787109
1653	he had already finished the meal preparations when Craig remembered they had forgotten an important ingredient.	Craig had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.128423690795898	4.502579212188721	0.6258444786071777
1654	he had already finished the meal preparations when George remembered they had forgotten an important ingredient.	George had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.051794528961182	4.528927326202393	0.5228672027587891
1655	he had already finished the meal preparations when Larry remembered they had forgotten an important ingredient.	Larry had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.0276665687561035	4.505778789520264	0.5218877792358398
1656	he had already finished the meal preparations when Peter remembered they had forgotten an important ingredient.	Peter had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.987988471984863	4.471076488494873	0.5169119834899902
1657	he had already finished the meal preparations when Jerry remembered they had forgotten an important ingredient.	Jerry had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.110642910003662	4.480199813842773	0.6304430961608887
1658	he had already finished the meal preparations when Dennis remembered they had forgotten an important ingredient.	Dennis had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.124447822570801	4.750864505767822	0.3735833168029785
1659	he had already finished the meal preparations when Bradley remembered they had forgotten an important ingredient.	Bradley had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.198513507843018	4.612386703491211	0.5861268043518066
1660	he had already finished the meal preparations when Brad remembered they had forgotten an important ingredient.	Brad had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.126450061798096	4.570615291595459	0.5558347702026367
1661	he had already finished the meal preparations when Frank remembered they had forgotten an important ingredient.	Frank had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.968853950500488	4.517012596130371	0.4518413543701172
1662	he had already finished the meal preparations when Raymond remembered they had forgotten an important ingredient.	Raymond had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.088809013366699	4.773979663848877	0.31482934951782227
1663	he had already finished the meal preparations when Chad remembered they had forgotten an important ingredient.	Chad had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.198108196258545	4.462279319763184	0.7358288764953613
1664	he had already finished the meal preparations when Aaron remembered they had forgotten an important ingredient.	Aaron had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.033935546875	4.498192310333252	0.535743236541748
1665	he had already finished the meal preparations when Rodney remembered they had forgotten an important ingredient.	Rodney had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.224365234375	4.687588691711426	0.5367765426635742
1666	he had already finished the meal preparations when Russell remembered they had forgotten an important ingredient.	Russell had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.104858875274658	4.609383583068848	0.49547529220581055
1667	he had already finished the meal preparations when Roger remembered they had forgotten an important ingredient.	Roger had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.097085475921631	4.468178749084473	0.6289067268371582
1668	he had already finished the meal preparations when Samuel remembered they had forgotten an important ingredient.	Samuel had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.070300102233887	4.582674980163574	0.4876251220703125
1669	he had already finished the meal preparations when Gerald remembered they had forgotten an important ingredient.	Gerald had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.145691871643066	4.783380508422852	0.36231136322021484
1670	he had already finished the meal preparations when Carl remembered they had forgotten an important ingredient.	Carl had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.092193603515625	4.600285053253174	0.49190855026245117
1671	he had already finished the meal preparations when Travis remembered they had forgotten an important ingredient.	Travis had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.088810920715332	4.77587366104126	0.31293725967407227
1672	he had already finished the meal preparations when Adam remembered they had forgotten an important ingredient.	Adam had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	4.989669322967529	4.447390556335449	0.5422787666320801
1673	he had already finished the meal preparations when Marcus remembered they had forgotten an important ingredient.	Marcus had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.120716094970703	4.565001964569092	0.5557141304016113
1674	he had already finished the meal preparations when Phillip remembered they had forgotten an important ingredient.	Phillip had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.071254730224609	4.556633949279785	0.5146207809448242
1675	he had already finished the meal preparations when Derek remembered they had forgotten an important ingredient.	Derek had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.082746505737305	4.718410491943359	0.3643360137939453
1676	he had already finished the meal preparations when Vincent remembered they had forgotten an important ingredient.	Vincent had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.04258918762207	4.897149562835693	0.14543962478637695
1677	he had already finished the meal preparations when Wayne remembered they had forgotten an important ingredient.	Wayne had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.189716815948486	4.566709995269775	0.6230068206787109
1678	he had already finished the meal preparations when Benjamin remembered they had forgotten an important ingredient.	Benjamin had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.132856845855713	4.672792911529541	0.4600639343261719
1679	he had already finished the meal preparations when Joel remembered they had forgotten an important ingredient.	Joel had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.139761924743652	4.51210355758667	0.6276583671569824
1680	he had already finished the meal preparations when Lawrence remembered they had forgotten an important ingredient.	Lawrence had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.139726161956787	4.794321537017822	0.34540462493896484
1681	he had already finished the meal preparations when Curtis remembered they had forgotten an important ingredient.	Curtis had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.254139423370361	4.506504535675049	0.7476348876953125
1682	he had already finished the meal preparations when Walter remembered they had forgotten an important ingredient.	Walter had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.1090264320373535	4.459123611450195	0.6499028205871582
1683	he had already finished the meal preparations when Alan remembered they had forgotten an important ingredient.	Alan had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.078872203826904	4.475856781005859	0.6030154228210449
1684	he had already finished the meal preparations when Martin remembered they had forgotten an important ingredient.	Martin had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.0248847007751465	4.5636796951293945	0.46120500564575195
1685	he had already finished the meal preparations when Homer remembered they had forgotten an important ingredient.	Homer had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.281129837036133	4.689999580383301	0.591130256652832
1686	he had already finished the meal preparations when Bruce remembered they had forgotten an important ingredient.	Bruce had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.1378326416015625	4.4857988357543945	0.652033805847168
1687	he had already finished the meal preparations when Carlos remembered they had forgotten an important ingredient.	Carlos had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.0970635414123535	4.637660980224609	0.45940256118774414
1688	he had already finished the meal preparations when Brett remembered they had forgotten an important ingredient.	Brett had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.125884056091309	4.86337423324585	0.262509822845459
1689	he had already finished the meal preparations when Alexander remembered they had forgotten an important ingredient.	Alexander had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.1203155517578125	4.567313194274902	0.5530023574829102
1690	he had already finished the meal preparations when Omar remembered they had forgotten an important ingredient.	Omar had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.281862735748291	4.718770503997803	0.5630922317504883
1691	he had already finished the meal preparations when Guy remembered they had forgotten an important ingredient.	Guy had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.0958404541015625	4.424417972564697	0.6714224815368652
1692	he had already finished the meal preparations when Dan remembered they had forgotten an important ingredient.	Dan had already finished the meal preparations when he remembered they had forgotten an important ingredient.	HB02	A	4	5.010830402374268	4.455184459686279	0.5556459426879883
